ticker,as_of,float_M,os_M,confidence,basis,computed_at,note
METC,2025-07-02,28.40,44.42,high,10-Q 2025-05-12 cover (Class A) + DEF 14A 2025-04-30 D&O group,2026-06-24T18:27:23,"Ramaco Resources Class A (listed METC). Class A O/S 44,418,301 (10-Q cover 4/30; Class A unaffected by 6/13 Class B stock dividend). Excl D&O+control group Class A 16,014,003 (36.1%, dedup incl Yorktown IX/X/XI funds attributed to dirs Lawrence/Leidel). Float ~28.40M >20M."
METC,2025-07-10,28.40,44.42,high,10-Q 2025-05-12 cover (Class A) + DEF 14A 2025-04-30,2026-06-24T18:27:23,"carried from 2025-07-02; intervening 8-Ks 7/8 & 7/10 are Brook Mine PEA press releases (Item 7.01), no issuance; Class A O/S unchanged 44.42M. Excl D&O+control group Class A 16.014M. Float ~28.40M >20M."
METC,2025-07-11,28.40,44.42,high,10-Q 2025-05-12 cover (Class A) + DEF 14A 2025-04-30,2026-06-24T18:27:23,"carried from 2025-07-02; intervening 8-Ks 7/8 & 7/10 are Brook Mine PEA press releases (Item 7.01), no issuance; Class A O/S unchanged 44.42M. Excl D&O+control group Class A 16.014M. Float ~28.40M >20M."
METCB,2025-07-10,6.74,10.70,med,10-Q 2025-05-12 + 8-K 2025-06-02 (Class B stock dividend) + DEF 14A 2025-04-30,2026-06-24T18:27:23,"Ramaco Class B (listed METCB). Class B O/S 10.285M (10-Q 4/30) + ~0.41M from 6/13 Class B stock dividend (ratio 0.009228/Class A sh) = ~10.70M. Excl D&O+control group Class B ~3.96M (37%, incl Yorktown funds via dirs Lawrence/Leidel + their dividend). Float ~6.74M <20M. Exact post-dividend count pending Q2 10-Q (post as_of)."
METCB,2025-07-11,6.74,10.70,med,10-Q 2025-05-12 + 8-K 2025-06-02 (Class B stock dividend) + DEF 14A 2025-04-30,2026-06-24T18:27:23,"Ramaco Class B (listed METCB). Class B O/S 10.285M (10-Q 4/30) + ~0.41M from 6/13 Class B stock dividend (ratio 0.009228/Class A sh) = ~10.70M. Excl D&O+control group Class B ~3.96M (37%, incl Yorktown funds via dirs Lawrence/Leidel + their dividend). Float ~6.74M <20M. No intervening issuance (8-Ks 7/8,7/10 = PEA press releases)."
MLEC,2025-07-15,0.72,4.01,high,POS AM 2025-06-16 (effective) cover + non-affiliate float as of 6/11/2025,2026-06-24T18:27:23,"Moolec Science SA (Cayman, ex-Argentina); trades Shares directly on Nasdaq (ADS flag false positive). Current O/S 4,012,684 post 10:1 reverse split (eff 5/14/2025) + LightJump Business Combination. Company-stated non-affiliate public float 722,729 (6/11/2025); affiliates 82% (Union Group 39.5%, Bioceres 32.4%, THEO + D&O). Float ~0.72M <20M. DT os 2.08M stale (pre-/partial BC)."
MLEC,2025-07-16,0.72,4.01,high,POS AM 2025-06-16 (effective) cover + non-affiliate float as of 6/11/2025,2026-06-24T18:27:23,"carried from 2025-07-15; no intervening O/S filing (latest 6-K 6/18). O/S 4,012,684 post 10:1 reverse split + LightJump BC; non-affiliate public float 722,729; affiliates 82% (Union Group, Bioceres, THEO). Trades Shares directly (ADS flag false positive). Float ~0.72M <20M."
NAMM,2025-07-02,3.12,53.68,med,20-F 2025-06-11 Item 7 + F-1 2025-06-26 cover (O/S),2026-06-24T18:27:23,"Namib Minerals (Cayman), fresh de-SPAC closed 6/5/2025 (Hennessy/Red Rock). O/S 53,677,429 (F-1 6/26 & 20-F 6/11; computed on 53,677,429 on 6/5). Excl control: Southern SelliBen Trust 34.21M (63.7% Khumalo family) + Khumalo personal 4.89M (settlor, separate) + D&O group 7.77M (14.5%, incl CFO/dir Sikwila) + Hennessy sponsor 3.70M (6.9%, de-SPAC promote, lock-up). Float ~3.12M <20M; if sponsor kept ~6.81M. DT 12.5M reflects post-lockup/resale dilution by 2026."
NAMM,2025-07-31,3.12,53.68,med,20-F 2025-06-11 Item 7 + 424B3 2025-07-22 cover (O/S),2026-06-24T18:27:23,"Carried from 2025-07-02; 424B3 7/22 + F-1/A 7/14 are resale registrations (48.87M existing shares), O/S unchanged at 53.68M; no new issuance. Float <<20M."
NUWE,2025-07-16,0.50,0.53,med,"DEF 14A 2025-07-14 (O/S 527,158 @6/30 + D&O table @6/9)",2026-06-24T18:27:23,"Current O/S 527,158 (June 30, per 7/14 proxy; post serial reverse splits 1:35 & 1:42 + 6/10 financing). Excl D&O group ~26.6k shares (Erb et al, mostly held). Erb 13D = same insider, no outside control. Kept passive 13G financing funds. Micro-float <<20M."
PAPL,2025-07-23,16.32,20.09,med,10-Q 2025-07-14 cover (O/S) + DEF 14A 2025-05-27 (D&O) + 13D 2025-06-24,2026-06-24T18:27:23,"Current O/S 20,092,025 per 10-Q cover (7/14); 1:10-1:20 reverse split & 20% share issuance APPROVED 6/26 but NOT yet effected (cover O/S unchanged). Excl D&O ex-opt/warr ~3.77M (Marin 2.078M per 13D, Dasgupta 0.846M, Green 0.692M, Baron+Giannoukakis 0.15M). Kept Prodigy 0.756M (3.76%, <20%). Float ~16.3M, under 20M but near threshold."
PBM,2025-07-22,0.71,0.71,med,"20-F 2025-06-25 Item 7 (O/S 713,232 @6/19; D&O=0) + 13D/A 2025-05-12 (parent PGI exited)",2026-06-24T18:27:23,"Psyence Biomedical. Current O/S 713,232 (June 19, per 20-F; post 75:1 & 97:1 consolidations). D&O group own 0; former parent Psyence Group Inc sold ALL shares May 2-9 2025 (13D/A 5/12, now 0%). No control/>20% holder; kept passive 13G funds. Float ~= full O/S 0.71M. Micro-float <<20M."
PBM,2025-07-31,0.71,0.71,med,"20-F 2025-06-25 Item 7 (O/S 713,232 @6/19; D&O=0) + 20-F/A 2025-07-25",2026-06-24T18:27:23,"Psyence Biomedical. Current O/S 713,232 (June 19, per 20-F). S-8 7/23 registers plan shares (no issuance) + 20-F/A 7/25 (amendment) -> O/S unchanged. D&O=0; former parent PGI fully exited (13D/A 5/12). Kept passive 13G. Float ~= full O/S 0.71M. Micro-float <<20M."
PC,2025-07-30,2.07,3.24,high,424B3 2025-02-14 (O/S 29.2M + ctrl holder) + 6-K 2025-07-14 (1:9 reverse split eff 7/22) + 6-K 2025-06-17,2026-06-24T18:27:23,"Premium Catering (Holdings) Ltd, Cayman/Singapore. Pre-split O/S 29.2M (16M base +10M F-1 Feb +3.2M S-8). 1:9 reverse split eff 7/22 -> current O/S 3.244M. Excl control: Hero Global Enterprises 10,547,250/9=1.172M (65.9% founder shell). Float ~2.07M. Matches DT exactly (2.07/3.24). <<20M."
PHOE,2025-07-17,6.00,21.60,high,424B4 2025-04-25 (IPO; O/S 21.6M post-offering) + Principal Shareholders table,2026-06-24T18:27:23,"Phoenix Asia Holdings (HK). Post-IPO O/S 21,600,000 (20M pre + 1.6M IPO; over-allotment 240k not shown exercised; no later issuance per 6-Ks 6/11,7/11). Excl founder control: Phoenix Prosperity Investment Ltd (wholly owned by CEO/Chair Kelvin Yeung) 15,600,000 (after selling 500k in resale). Float = 21.6-15.6 = 6.0M (public 2.1M + dispersed non-affiliate pre-IPO 3.9M). Matches DT (6/21.6). <20M."
PHOE,2025-07-24,6.00,21.60,high,424B4 2025-04-25 (IPO; O/S 21.6M post-offering) + Principal Shareholders table,2026-06-24T18:27:23,Phoenix Asia Holdings (HK). Post-IPO O/S 21.6M; no issuance/split between 7/17 and 7/24 (6-K 7/11 was a contract-award notice). Excl founder Phoenix Prosperity Investment Ltd (Kelvin Yeung) 15.6M. Float = 6.0M. Matches DT (6/21.6). <20M.
PIII,2025-07-30,1.02,3.27,med,"10-Q 2025-05-15 cover (Class A O/S post 1:50 split) + DEF 14A 2025-04-29 (ownership, pre-split /50)",2026-06-24T18:27:23,"P3 Health Partners, Up-C dual-class; traded class = Class A. Current Class A O/S 3,268,093 (10-Q 5/15, post 1:50 reverse split; warrants 6/3 + Nasdaq-approved issuance not yet exercised/issued). Excl CPF (Chicago Pacific Founders, 13D controller 53% Class A) 2,123,093 + D&O ex-options 124,460. Kept Alyeska 13G passive (180,907) and Leavitt 18.6% (<20%). Float ~1.0M. DT 1.35/3.33. <20M. ALT: excl Leavitt too -> float ~0.36M."
POET,2025-07-09,83.57,84.07,high,20-F 2025-04-01 (D&O table) + 13G/A 2025-05-15 (O/S 78.07M @3/31) + 6-K 2025-05-22 offering,2026-06-24T18:27:23,"Carried from 2025-06-25; O/S 84.07M. Intervening 6-Ks (6/26,7/01,7/08) furnish press releases only (no offering/issuance/split closing). POET ATM dilution is post-date (DT 2026-06-04 shows 213M O/S). Float ~83.6M, >>20M."
PROK,2025-07-09,98.13,133.36,high,10-K 2025-03-17 ownership + 13D/A 2025-06-05 O/S,2026-06-24T18:27:23,"Listed Class A O/S 133.36M (per 10-Q 5/12 cited in 13D/A; Cayman->Delaware domestication 7/3 was 1:1, no count change). Excl Class A: D&O group 26.79M (incl Legorreta/Tolerantia, ex-options) + Control Empresarial 8.44M (Slim, >20% control via Class B). Kept Morgan Stanley 10.78M passive 13G, Aaron Cowen/Suvretta 13.2M passive <20%. Class B 159.34M non-listed (founder/control) excluded from listed-class basis. Float>>20M."
PROK,2025-07-10,98.13,133.36,high,10-K 2025-03-17 ownership + 13D/A 2025-06-05 O/S,2026-06-24T18:27:23,"carried from 2025-07-09; no intervening O/S change (only a Form 4 on 7/9, no periodic/offering/split). Listed Class A O/S 133.36M; excl D&O group 26.79M + Control Empresarial 8.44M; kept passive MS 10.78M + Cowen 13.2M. Float>>20M."
PTHS,2025-07-07,1.28,3.03,med,8-K 2025-07-02 merger + 13D 2025-07-03 (Ligand) + 13D/A 2025-07-04,2026-06-24T18:27:23,"Post-merger: Channel Therapeutics merged w/ LNHC (Ligand sub) 7/1/2025, renamed Pelthos, 1-for-10 reverse split. Common O/S 3.03M (per Ligand 13D 7/3, '3,029,501 shares of Common outstanding'). Excl control Common: Ligand 1.50M (new 49.9% parent) + Friedberg/Nomis-Bay/Balmoral group 0.25M (director). Bulk of Ligand/PIPE held as Series A Preferred (49.9%/4.99% conversion blockers), NOT in Common O/S. Under 20M. Fresh-merger=med conf."
PTON,2025-07-30,347.75,358.12,high,10-Q 2025-05-08 cover + DEF14A 2024-10-22,2026-06-24T18:27:23,"Listed Class A O/S 358.12M (10-Q 5/8, no intervening issuance to 7/30). Excl Class A: D&O group 4.15M (ex-options) + TCV entities 6.22M (founding VC, super-voting Class B 86%, board seat via Hoag, control affiliate). Kept passive 13G: Vanguard 30.3M, Morgan Stanley 38.1M, Capital World 26.3M, T.Rowe 20.7M (all <20% of 358M). Class B 18.14M super-voting non-listed excluded from listed-class basis. Float>>20M."
QS,2025-07-08,421.9,515.69,high,10-Q 2025-04-25 cover + DEF14A 2025-04-24,2026-06-24T18:27:23,"carried from 2025-06-26; no intervening O/S change (only Form 4/144 insider filings, no periodic/offering/split). Listed Class A O/S 515.69M; excl Volkswagen 68.24M + Jagdeep Singh founder 16.69M + D&O group 8.87M; kept Vanguard 29.4M passive. Class B 43.2M non-listed. Float>>20M."
QS,2025-07-17,421.9,515.69,high,10-Q 2025-04-25 cover + DEF14A 2025-04-24,2026-06-24T18:27:23,"carried from 2025-07-08; no intervening O/S change (8-K 7/9 was lease termination, not share issuance; only Form 4/144 otherwise). Listed Class A O/S 515.69M; excl Volkswagen 68.24M + Jagdeep Singh 16.69M + D&O group 8.87M; kept Vanguard 29.4M. Float>>20M."
RBOT,2025-07-16,3.67,5.28,med,10-Q 2025-05-12 cover + DEF14A 2025-04-29,2026-06-24T18:27:23,"Vicarious Surgical, dual-class; listed Class A O/S 5.28M (10-Q 5/12; 1-for-30 reverse split 6/2024 already reflected; no offering since - 6/30 8-K '4,095,496 shares' was annual-meeting quorum not issuance, 7/11 8-K delisting/auditor). Excl Class A: D&O group 0.19M + Khosla Ventures 0.97M (lead pre-deSPAC VC) + Innovation Endeavors 0.46M (Schmidt VC). Kept Gates Frontier 0.60M passive. Class B 0.65M founder super-voting non-listed. Under 20M robust; VC board-seat classification=med conf."
RGC,2025-07-03,67.48,494.49,high,20-F 2024-10-25 Item 7 + 6-K 2025-06-02 split + 13D/A 2025-03-13,2026-06-24T18:27:23,"Regencell (HK); 38-for-1 forward stock split (stock bonus, record 6/12/2025, effective pre-7/3) - 6-K 2025-06-02. Pre-split O/S 13,012,866 x38 = 494.49M ordinary (DT 495.48M ~ minor option exercises). Founder Yat-Gai Au via Regencell(BVI) 11,221,821 pre-split (86.2%, per 13D/A 3/13) x38 = 426.43M excluded (+ tiny other D&O). Kept Digital Mobile Venture (Samuel Chen, passive 13G, <20%). Ordinary trades directly (not ADS). Float>>20M."
RILY,2025-07-17,20.49,30.50,med,"10-Q (Feb 2025, as of 2/19/2025) + 13D/A 2025-04-11 + DEF14A 2024-05-10",2026-06-24T18:27:23,"B.Riley Financial, delinquent filer; latest periodic O/S 30,497,066 (per Bryant Riley 13D/A 4/11, as of 2/19/2025; no newer 10-Q - NT 10-Q 5/13; 6/30 private exchange was notes-for-notes, no common issuance). Excl D&O group ~10.01M (Bryant Riley 6.999M chairman/23% per 13D/A + other officers/dirs ~3.0M, ex-options). Kept passive: BlackRock 2.88M 13G, Daniel Asher 2.56M, Neil Subin/MILFAM 1.82M (family office, not a director, <20%). Float ~20.5M = BORDERLINE just above 20M; med conf (stale/delinquent + threshold-close). DT 27.34M."
RNAC,2025-07-09,9.73,25.94,med,DEF 14A 2025-04-28 (O/S as of 4/14/2025) + 10-Q 2025-05-08,2026-06-24T18:27:23,"Cartesian Therapeutics (fmr Selecta); 1-for-30 reverse split already reflected. Common O/S 25.94M (proxy 4/14/2025; no common offering since - 5/8 & 5/30 8-Ks were earnings/other, not issuance). Excl D&O group 16.20M (60.3%, incl director Timothy Springer 9.79M/37.5%, director/co-founder Murat Kalayoglu 5.19M/19.9%, director Michael Singer 0.73M, + officers; ex-options group figure). Kept passive 13G: FMR/Fidelity 2.42M, JPMorgan 1.68M. Series B Preferred 0.44M non-common excluded from common basis. Float ~9.73M, under 20M robust. DT 17.8M DIVERGENT (DT appears to keep Springer/Kalayoglu, but proxy lists them as directors->excluded)."
S,2025-07-21,307.4,316.86,high,10-Q 2025-05-28 (Class A O/S @4/30/25) + DEF14A 2025-05-14,2026-06-24T18:27:23,"SentinelOne dual-class; listed Class A O/S 316.86M (10-Q, @4/30/25). Excl D&O group Class A 5.48M + Insight Ventures Class A 3.98M (VC w/ board seat, control). Kept Vanguard 25.16M & BlackRock 15.57M (passive 13G). Float >>20M."
SAIH,2025-07-11,1.79,1.88,med,13D/A 2025-07-09 (current Class A O/S 1.875M) + 20-F 2025-04-28,2026-06-24T18:27:23,"SAIHEAT dual-class; listed Class A O/S 1.875M (13D/A 7/9). D&O hold 0 Class A (control via 642,043 Class B = Energy Science, ctrl transferred Li->Peng Zhang 7/1, excl from Class B not float). Excl Tao Huang 0.087M(5.15%). Class B not in Class A float. Foreign Cayman/Singapore. Under 20M."
SAIH,2025-07-15,1.79,1.88,med,13D/A 2025-07-09 (current Class A O/S 1.875M) + 20-F 2025-04-28,2026-06-24T18:27:23,"SAIHEAT dual-class; listed Class A O/S 1.875M (13D/A 7/9). D&O hold 0 Class A (control via 642,043 Class B = Energy Science, ctrl transferred Li->Peng Zhang 7/1, excl from Class B not float). Excl Tao Huang 0.087M(5.15%). Class B not in Class A float. Foreign Cayman/Singapore. Under 20M."
SAIH,2025-07-17,1.79,1.88,med,13D/A 2025-07-09 (current Class A O/S 1.875M) + 20-F 2025-04-28,2026-06-24T18:27:23,"SAIHEAT dual-class; listed Class A O/S 1.875M (13D/A 7/9). D&O hold 0 Class A (control via 642,043 Class B = Energy Science, ctrl transferred Li->Peng Zhang 7/1, excl from Class B not float). Excl Tao Huang 0.087M(5.15%). Class B not in Class A float. Foreign Cayman/Singapore. Under 20M."
SBET,2025-07-02,64.5,64.65,med,PRE14A 2025-06-23 (O/S 62.13M @6/20) + 8-K 2025-07-01 (ATM +2.53M),2026-06-24T18:27:23,"SharpLink ETH-treasury; 1:12 reverse split + daily ATM. O/S ~64.65M = 62.13M(6/20) + 2.53M ATM(6/23-30). Excl D&O actual shares ~0.15M (Lubin 6.43M are ALL pre-funded warrants, not O/S; Phythian 69k+DeLucia 14k). Kept Jane St 4.9M, ParaFi 3.66M, AGP/Consensys mostly warrants. Float >>20M."
SBET,2025-07-08,69.5,69.65,med,DEF14A 2025-07-03 (O/S 62.13M @6/20) + 8-K 2025-07-08 (ATM),2026-06-24T18:27:23,"SharpLink ETH-treasury; 1:12 reverse split + daily ATM. O/S ~69.65M = 62.13M(6/20) + ~7.5M ATM(6/23-7/4, overlapping windows). Excl D&O actual shares ~0.15M (Lubin 6.43M ALL pre-funded warrants). Kept Jane St/ParaFi passive; AGP/Consensys mostly warrants. Float >>20M; O/S approx due to overlapping ATM 8-Ks."
SCLX,2025-07-17,4.7,6.95,low,"8-K 2025-06-20 (6,951,622 common issued/outstanding) + DEF14A 2025-05-16 + 10-Q 2025-05-14",2026-06-24T18:27:23,"Scilex; 1-for-35 reverse split (4/15/25, baked in). Common O/S ~6.95M issued. Excl SCLX JV 1.47M (indirect wholly-owned subsidiary, not public) + Oramed 0.73M (former-parent affiliate) + D&O direct ~0.05M ex-options. Series A Pref (29.06M, all SCLX JV) not the listed class. Post-proxy 424B3 conversions add uncertainty. Clearly under 20M."
SCLX,2025-07-23,4.7,7.1,low,8-K 2025-07-23 (Tumim equity line + warrant exchanges) + 8-K 6/20 + 10-Q 5/14,2026-06-24T18:27:23,Scilex; post-split common ~7M. 7/22 Tumim Stone equity line (150k commitment shares) + warrant exchanges add minor O/S. Excl SCLX JV 1.47M (subsidiary) + Oramed 0.73M + D&O direct ~0.05M. Series A Pref not listed class. Noisy serial dilution; clearly under 20M.
SCLX,2025-07-28,4.7,7.1,low,424B3 2025-07-23 + 8-K 2025-07-23 + 10-Q 5/14,2026-06-24T18:27:23,Scilex; post-split common ~7M. Excl SCLX JV 1.47M (subsidiary) + Oramed 0.73M + D&O direct ~0.05M. Series A Pref (SCLX JV) not listed class. Serial 424B3/equity-line dilution makes exact O/S fuzzy; clearly under 20M (DT 8.49M os/7M float 1yr later).
SILC,2025-07-31,5.40,5.70,high,"20-F 2025-04-29 (5,696,565 ordinary @3/31/25) + 6-Ks thru 7/31 (no issuance/split)",2026-06-24T18:27:23,"Silicom (Israel); trades ordinary shares directly on Nasdaq (ADS flag is FALSE POSITIVE, 1:1). O/S 5.70M ordinary. Excl D&O group 0.29M (incl founder/Chairman Avi Eizenman 277k, ex-options). Kept Systematic 0.51M, First Wilshire 0.39M, Avanza 0.33M (all passive 13G <20%). Matches DT 5.43M float. Under 20M."
SKLZ,2025-07-22,12.43,14.44,high,10-Q 2024-11-08 cover (O/S Nov 6 2024) + DEF 14A 2024-10-21,2026-06-24T18:27:23,Listed Class A O/S 14.44M (Class B 3.43M unlisted founder super-voting excluded). Excl D&O group Class A 2.00M (incl small options/RSUs). Kept ARK/Atlas/Wildcat 5% passive funds. No O/S-changing filing (8-Ks were 5.02/2.02/3.01) between 11/2024 and as_of; 1:20 reverse split already in counts. Under 20M.
SNCR,2025-07-24,9.24,11.50,high,10-Q 2025-05-06 cover (O/S May 5 2025) + DEF 14A 2025-04-29,2026-06-24T18:27:23,"Common O/S 11,497,976 (May 5 2025); 1:9 reverse split already in counts; Series B preferred repurchased 6/2024 (none o/s). Excl D&O group 19.9%=2.29M ex-options (incl Rendino/180 Degree Capital 888,893 control via board seat). Kept Allspring 0.59M passive 13G; B.Riley fell <5% (not in 2025 table). Under 20M."
SONN,2025-07-07,3.15,3.17,med,10-Q 2025-05-13 cover (O/S May 12 2025) + DEF 14A 2024-08-19,2026-06-24T18:27:23,"Common O/S 3,165,810 (May 12 2025), post 1:12 reverse split + offerings. 2024 proxy D&O group 187,094 pre-split (incl ~100k warrants) ~87k ex-warrants /12 ~0.007M post-split, negligible. Kept Armistice 7.2% passive HF (4.99% blocker). 7/2 8-K = convertible notes+warrants (NOT issued shares, no O/S change). Heavily diluted micro-cap; float ~ full O/S, well under 20M."
SONN,2025-07-14,3.15,3.17,med,10-Q 2025-05-13 cover (O/S May 12 2025); carried from 2025-07-07,2026-06-24T18:27:23,"Carried from 2025-07-07; no intervening common O/S change. 7/11 BCA + 7/14 8-K Item 3.02 Initial PIPE = Series 5 Convertible Preferred + warrants (convertible/unexercised, NOT issued common), deal not closed (needs stockholder vote). Common O/S still 3,165,810. Under 20M."
SOS,2025-07-08,6.61,6.61,med,F-3/A 2025-06-25 (public-float test) + 20-F 2025-05-15; ADS=150 Class A ord,2026-06-24T18:27:23,"multiclass_ads ratio 150:1 (changed Nov 19 2024 from 10:1, per 20-F cover). F-3/A states non-affiliate public float = 991,316,492 Class A ord as of 6/25/25 (mkt-val math checks at $6.93/ADS). Float=991,316,492/150=6.61M ADS. Total Class A O/S ~ same (D&O Class A only 0.19M ord, negligible); Class B 24.48M founder Wang unlisted/excluded. Re-derived (was 4.44M pre PIPE#2 161,427,080 units + warrant exercises). Float >>20M? No, ~6.6M ADS, under 20M."
SRFM,2025-07-08,30.66,33.71,med,424B5 2025-06-26 (O/S after offering) + 8-K 2025-06-26 + DEF 14A 2025-05-13,2026-06-24T18:27:23,"Common O/S 33,712,011 after 6/26/25 registered-direct offering closing (424B5: 23,838,677 pre-offering as of 6/24 + 9,873,334 shares; excl 926,668 pre-funded warrants & options/RSUs). 1:7 reverse split already in counts. Excl D&O group 1.48M (incl options/RSUs upper bound) + Fayed/LamVen control-affiliate block ~1.57M (200,737+620,870+750,000 ex-warrants, lender 9.99% blocker). Kept Palantir 3.42M (18%, passive 13G strategic). Re-derived (was 16.23M pre-offering). Float ~30.7M, OVER 20M."
